	Discipline	Sexe	Bassin (m)	Temps	Age	Nationalite	Lieu	Date
710	100_mètres_papillon	Homme	50	52.27	22	 Russie	 Atlanta	1996-07-24
711	100_mètres_papillon	Homme	50	52.15	20	 Australie	 Brisbane	1997-10-09
712	100_mètres_papillon	Homme	50	52.03	22	 Australie	 Canberra	1999-12-10
713	100_mètres_papillon	Homme	50	51.81	22	 Australie	 Canberra	1999-12-12
714	100_mètres_papillon	Homme	50	51.76	21	 Ukraine	 Barcelone	2003-07-25
715	100_mètres_papillon	Homme	50	51.47	18	 États-Unis	 Barcelone	2003-07-25
716	100_mètres_papillon	Homme	50	50.98	22	 États-Unis	 Barcelone	2003-07-26
717	100_mètres_papillon	Homme	50	50.76	22	 États-Unis	 Long Beach	2004-07-13
718	100_mètres_papillon	Homme	50	50.4	23	 États-Unis	 Montréal	2005-07-30
719	100_mètres_papillon	Homme	50	50.22	24	 États-Unis	 Indianapolis	2009-07-09
720	100_mètres_papillon	Homme	50	50.01	25	 Serbie	 Rome	2009-07-31
721	100_mètres_papillon	Homme	50	49.82	24	 États-Unis	 Rome	2009-08-01
722	100_mètres_papillon	Homme	50	49.5	22	 États-Unis	Gwangju	2019-07-26
723	100_mètres_papillon	Homme	25	51.93	23	 Russie	 Imperia	1997-02-05
724	100_mètres_papillon	Homme	25	51.78	23	 Russie	 Paris	1997-02-07
725	100_mètres_papillon	Homme	25	51.16	21	 Australie	 Sydney	1998-01-22
726	100_mètres_papillon	Homme	25	51.07	21	 Australie	 Sydney	1998-01-22
727	100_mètres_papillon	Homme	25	51.02	22	 Royaume-Uni	 Sheffield	1998-12-13
728	100_mètres_papillon	Homme	25	50.99	22	 Australie	 Canberra	1999-09-02
729	100_mètres_papillon	Homme	25	50.59	26	 Suède	 Athènes	2000-03-16
730	100_mètres_papillon	Homme	25	50.44	26	 Suède	 Athènes	2000-03-17
731	100_mètres_papillon	Homme	25	50.26	24	 Allemagne	 Anvers	2001-12-14
732	100_mètres_papillon	Homme	25	50.1	24	 Allemagne	 Berlin	2002-01-27
733	100_mètres_papillon	Homme	25	50.02	19	 Serbie-et-Monténégro	 Dublin	2003-12-12
734	100_mètres_papillon	Homme	25	49.77	22	 États-Unis	 East Meadow	2004-03-26
735	100_mètres_papillon	Homme	25	49.07	22	 États-Unis	 East Meadow	2004-03-26
736	100_mètres_papillon	Homme	25	48.99	26	 Russie	 Moscou	2009-11-07
737	100_mètres_papillon	Homme	25	48.48	26	 Russie	 Berlin	2009-11-15
738	100_mètres_papillon	Homme	25	48.44	22	 Afrique du Sud	 Doha	2014-12-04
739	100_mètres_papillon	Homme	25	48.08	24	 Afrique du Sud	 Windsor	2016-12-08
740	200_mètres_papillon	Homme	50	141.6		 Japon	 Tokyo	1954-09-17
741	200_mètres_papillon	Homme	50	140.8		 Japon	 Tokyo	1955-10-01
742	200_mètres_papillon	Homme	50	139.3		 Japon	 New Haven	1956-03-14
743	200_mètres_papillon	Homme	50	136.7		 États-Unis	 Winchendon	1956-04-14
744	200_mètres_papillon	Homme	50	139.0	19	 États-Unis	 Los Altos	1959-07-11
745	200_mètres_papillon	Homme	50	136.4	19	 États-Unis	 Los Altos	1959-07-11
746	200_mètres_papillon	Homme	50	135.0	19	 États-Unis	 Evansville	1959-07-01
747	200_mètres_papillon	Homme	50	133.4	20	 États-Unis	 Toledo	1960-07-23
748	200_mètres_papillon	Homme	50	133.2	20	 États-Unis	 Détroit	1960-08-04
749	200_mètres_papillon	Homme	50	132.8	20	 États-Unis	 Rome	1960-09-02
750	200_mètres_papillon	Homme	50	132.6	16	 États-Unis	 Los Angeles	1961-08-19
751	200_mètres_papillon	Homme	50	132.5	17	 Australie	 Melbourne	1962-02-20
752	200_mètres_papillon	Homme	50	132.4	17	 États-Unis	 Cuyahoga Falls	1962-08-11
753	200_mètres_papillon	Homme	50	130.8	17	 États-Unis	 Cuyahoga Falls	1962-08-11
754	200_mètres_papillon	Homme	50	129.7	17	 Australie	 Melbourne	1962-10-23
755	200_mètres_papillon	Homme	50	128.4	18	 Australie	 Sydney	1963-01-12
756	200_mètres_papillon	Homme	50	128.2	18	 États-Unis	 Tokyo	1963-03-18
757	200_mètres_papillon	Homme	50	126.9	19	 Australie	 Sydney	1964-03-23
758	200_mètres_papillon	Homme	50	126.6	19	 Australie	 Tokyo	1964-10-18
759	200_mètres_papillon	Homme	50	126.4	17	 États-Unis	 Winnipeg	1967-07-26
760	200_mètres_papillon	Homme	50	126.4	17	 États-Unis	 Oak Park	1967-08-12
761	200_mètres_papillon	Homme	50	126.0		 États-Unis	 Tokyo	1967-08-30
762	200_mètres_papillon	Homme	50	125.7	17	 États-Unis	 Berlin-Ouest	1967-10-08
763	200_mètres_papillon	Homme	50	125.4	20	 États-Unis	 Los Angeles	1970-08-22
764	200_mètres_papillon	Homme	50	125.0	19	 États-Unis	 Los Angeles	1970-08-22
765	200_mètres_papillon	Homme	50	123.9	21	 États-Unis	 Houston	1971-08-27
766	200_mètres_papillon	Homme	50	123.9	21	 États-Unis	 Houston	1971-08-27
767	200_mètres_papillon	Homme	50	123.3		 Allemagne de l'Ouest	 Landskrona	1971-08-31
768	200_mètres_papillon	Homme	50	121.87	22	 États-Unis	 Chicago	1972-08-02
769	200_mètres_papillon	Homme	50	121.53	22	 États-Unis	 Chicago	1972-08-02
770	200_mètres_papillon	Homme	50	120.7	22	 États-Unis	 Munich	1972-08-28
771	200_mètres_papillon	Homme	50	120.21		 Allemagne de l'Ouest	 Berlin-Ouest	1976-06-03
772	200_mètres_papillon	Homme	50	119.63		 Allemagne de l'Ouest	 Berlin-Ouest	1976-06-03
773	200_mètres_papillon	Homme	50	119.23		 États-Unis	 Montréal	1976-07-18
774	200_mètres_papillon	Homme	50	118.21		 États-Unis	 Irvine	1980-07-30
775	200_mètres_papillon	Homme	50	118.01		 États-Unis	 Kiev	1981-08-22
776	200_mètres_papillon	Homme	50	117.05	19	 Allemagne de l'Ouest	 Rome	1983-08-26
777	200_mètres_papillon	Homme	50	117.04		 Australie	 Los Angeles	1984-08-03
778	200_mètres_papillon	Homme	50	117.01	21	 Allemagne de l'Ouest	 Wuppertal	1985-06-29
779	200_mètres_papillon	Homme	50	116.65	21	 Allemagne de l'Ouest	 Sofia	1985-08-10
780	200_mètres_papillon	Homme	50	116.24	22	 Allemagne de l'Ouest	 Hanovre	1986-06-28
781	200_mètres_papillon	Homme	50	115.69	23	 États-Unis	 Perth	1991-01-12
782	200_mètres_papillon	Homme	50	115.22	21	 Russie	 Canet-en-Roussillon	1995-06-14
783	200_mètres_papillon	Homme	50	115.18	23	 États-Unis	 Charlotte	2000-06-17
784	200_mètres_papillon	Homme	50	114.92	15	 États-Unis	 Austin	2001-03-30
785	200_mètres_papillon	Homme	50	114.58	16	 États-Unis	 Fukuoka	2001-07-24
786	200_mètres_papillon	Homme	50	113.93	18	 États-Unis	 Barcelone	2003-07-22
787	200_mètres_papillon	Homme	50	113.8	21	 États-Unis	 Victoria	2006-08-17
788	200_mètres_papillon	Homme	50	113.71	21	 États-Unis	 Columbia	2007-02-17
789	200_mètres_papillon	Homme	50	112.09	22	 États-Unis	 Melbourne	2007-03-28
790	200_mètres_papillon	Homme	50	112.03	23	 États-Unis	 Pékin	2008-08-13
791	200_mètres_papillon	Homme	50	111.51	24	 États-Unis	 Rome	2009-07-29
792	200_mètres_papillon	Homme	50	110.73	19	 Hongrie	 Gwangju	2019-07-24
794	200_mètres_papillon	Homme	25	116.18	17	 Allemagne de l'Ouest		1981-01-01
795	200_mètres_papillon	Homme	25	114.78	21	 Allemagne de l'Ouest	 Bonn	1985-01-01
796	200_mètres_papillon	Homme	25	114.67	21	 France		1992-01-01
797	200_mètres_papillon	Homme	25	114.58	18	 Nouvelle-Zélande		1993-01-01
798	200_mètres_papillon	Homme	25	114.5	18	 Nouvelle-Zélande		1993-01-01
799	200_mètres_papillon	Homme	25	114.21	18	 Nouvelle-Zélande		1993-01-01
800	200_mètres_papillon	Homme	25	113.05	23	 France	 Paris	1994-03-26
801	200_mètres_papillon	Homme	25	112.64	23	 Russie	 Gelsenkirchen	1997-01-01
802	200_mètres_papillon	Homme	25	111.76	22	 Royaume-Uni	 Paris	1998-03-28
803	200_mètres_papillon	Homme	25	111.58	30	 France	 Antibes	2001-01-14
804	200_mètres_papillon	Homme	25	111.21	24	 Allemagne	 Rostock	2001-12-01
805	200_mètres_papillon	Homme	25	110.73	31	 France	 Antibes	2002-12-08
806	200_mètres_papillon	Homme	25	110.6	24	 Russie	 Rijeka	2008-12-13
807	200_mètres_papillon	Homme	25	110.53	25	 Russie	 Saint-Pétersbourg	2009-02-12
808	200_mètres_papillon	Homme	25	109.11	25	 Brésil	 Stockholm	2009-11-10
809	200_mètres_papillon	Homme	25	109.04	21	 Afrique du Sud	 Eindhoven	2013-08-07
810	200_mètres_papillon	Homme	25	108.56	21	 Afrique du Sud	 Singapour	2013-11-05
811	200_mètres_papillon	Homme	25	108.24	24	Japon	Chine	2018-12-11
812	200_mètres_4_nages	Homme	50	150.7		 États-Unis	 Los Angeles	1956-08-24
813	200_mètres_4_nages	Homme	50	149.1		 États-Unis	 Akron	1958-07-19
814	200_mètres_4_nages	Homme	50	146.2		 États-Unis	 Los Angeles	1959-06-27
815	200_mètres_4_nages	Homme	50	144.7		 États-Unis	 Santa Clara	1959-07-11
816	200_mètres_4_nages	Homme	50	142.2		 États-Unis	 Toledo	1960-07-23
817	200_mètres_4_nages	Homme	50	142.1		 États-Unis	 Toledo	1960-07-23
818	200_mètres_4_nages	Homme	50	141.3		 États-Unis	 Chicago	1961-07-02
819	200_mètres_4_nages	Homme	50	140.5		 États-Unis	 Cuyahoga Falls	1961-07-22
820	200_mètres_4_nages	Homme	50	139.6		 États-Unis	 Los Angeles	1961-08-19
821	200_mètres_4_nages	Homme	50	135.9		 États-Unis	 Los Angeles	1961-08-19
822	200_mètres_4_nages	Homme	50	135.5		 États-Unis	 Los Altos	1964-08-02
823	200_mètres_4_nages	Homme	50	134.9		 États-Unis	 Maunee	1964-08-15
824	200_mètres_4_nages	Homme	50	133.1		 États-Unis	 Los Altos	1966-07-24
825	200_mètres_4_nages	Homme	50	132.4		 États-Unis	 Lincoln	1966-08-21
826	200_mètres_4_nages	Homme	50	131.3		 États-Unis	 Oak Park	1967-08-23
827	200_mètres_4_nages	Homme	50	130.6	21	 États-Unis	 Los Angeles	1968-08-31
828	200_mètres_4_nages	Homme	50	129.6	18	 États-Unis	 Louisville	1969-08-17
829	200_mètres_4_nages	Homme	50	129.5	19	 États-Unis	 Los Angeles	1970-08-23
830	200_mètres_4_nages	Homme	50	129.3	26	 Suède	 Barcelone	1970-09-12
831	200_mètres_4_nages	Homme	50	129.3	21	 États-Unis	 Chicago	1972-08-06
832	200_mètres_4_nages	Homme	50	127.17	28	 Suède	 Munich	1972-09-03
833	200_mètres_4_nages	Homme	50	126.32	20	 Royaume-Uni	 Vienne	1974-08-24
834	200_mètres_4_nages	Homme	50	126.32		 États-Unis	 Concord	1974-09-01
835	200_mètres_4_nages	Homme	50	126.08	18	 États-Unis	 Kansas City	1975-08-23
836	200_mètres_4_nages	Homme	50	125.31	19	 Canada	 Montréal	1977-08-04
837	200_mètres_4_nages	Homme	50	125.24		 Union soviétique	 Moscou	1978-07-09
838	200_mètres_4_nages	Homme	50	124.39	17	 États-Unis	 The Woodlands	1978-08-02
839	200_mètres_4_nages	Homme	50	123.65	20	 Canada	 Berlin-Ouest	1978-08-24
840	200_mètres_4_nages	Homme	50	123.29		 États-Unis	 San Juan	1979-07-06
841	200_mètres_4_nages	Homme	50	123.24		 États-Unis	 Irvine	1980-08-01
842	200_mètres_4_nages	Homme	50	122.78		 Canada	 Heidelberg	1981-07-29
843	200_mètres_4_nages	Homme	50	122.25		 Canada	 Brisbane	1982-10-05
844	200_mètres_4_nages	Homme	50	121.42		 Canada	 Los Angeles	1984-08-04
845	200_mètres_4_nages	Homme	50	121.42		 Canada	 Montréal	1986-03-01
846	200_mètres_4_nages	Homme	50	120.56	20	 Hongrie	 Strasbourg	1987-08-23
847	200_mètres_4_nages	Homme	50	120.17	21	 Hongrie	 Séoul	1988-09-25
848	200_mètres_4_nages	Homme	50	120.11	20	 États-Unis	 Tokyo	1989-08-20
849	200_mètres_4_nages	Homme	50	119.36	24	 Hongrie	 Perth	1991-01-13
850	200_mètres_4_nages	Homme	50	118.16	20	 Finlande	 Rome	1994-09-11
851	200_mètres_4_nages	Homme	50	117.94	18	 États-Unis	 Santa Clara	2003-06-29
852	200_mètres_4_nages	Homme	50	117.52	18	 États-Unis	 Barcelone	2003-07-24
853	200_mètres_4_nages	Homme	50	116.04	18	 États-Unis	 Barcelone	2003-07-25
854	200_mètres_4_nages	Homme	50	115.94	18	 États-Unis	 College Park	2003-08-09
855	200_mètres_4_nages	Homme	50	115.84	21	 États-Unis	 Victoria	2006-08-20
856	200_mètres_4_nages	Homme	50	114.98	22	 États-Unis	 Melbourne	2007-03-29
857	200_mètres_4_nages	Homme	50	114.8	23	 États-Unis	 Omaha	2008-07-04
858	200_mètres_4_nages	Homme	50	114.23	23	 États-Unis	 Pékin	2008-08-15
859	200_mètres_4_nages	Homme	50	114.1	25	 États-Unis	 Rome	2009-07-30
860	200_mètres_4_nages	Homme	50	114.0	27	 États-Unis	 Shanghai	2011-07-28
861	200_mètres_4_nages	Homme	25	117.19	19	 Finlande	 Kuopio	1993-01-17
862	200_mètres_4_nages	Homme	25	116.84	19	 Finlande	 Helsinki	1993-01-22
863	200_mètres_4_nages	Homme	25	116.62	19	 Finlande	 Paris	1993-02-07
864	200_mètres_4_nages	Homme	25	115.59	19	 Finlande	 Malmö	1993-02-10
865	200_mètres_4_nages	Homme	25	114.65	20	 Finlande	 Kuopio	1994-04-21
866	200_mètres_4_nages	Homme	25	114.65	26	 Hongrie	 Minneapolis	2000-03-23
867	200_mètres_4_nages	Homme	25	113.93	21	 Trinité-et-Tobago	 East Meadow	2004-03-25
868	200_mètres_4_nages	Homme	25	113.46	22	 Hongrie	 Trieste	2005-12-08
869	200_mètres_4_nages	Homme	25	113.31	22	 États-Unis	 Shanghai	2006-04-07
870	200_mètres_4_nages	Homme	25	113.14	21	 Brésil	 Berlin	2007-11-18
871	200_mètres_4_nages	Homme	25	112.99	22	 Hongrie	 Debrecen	2007-12-13
872	200_mètres_4_nages	Homme	25	111.56	23	 États-Unis	 Manchester	2008-04-11
873	200_mètres_4_nages	Homme	25	111.55	25	 Afrique du Sud	 Berlin	2009-11-15
874	200_mètres_4_nages	Homme	25	110.08	26	 États-Unis	 Dubaï	2010-12-17
875	200_mètres_4_nages	Homme	25	109.63	28	 États-Unis	 Istanbul	2012-12-14
876	400_mètres_4_nages	Homme	50	335.6		 France	 Troyes	1953-04-24
877	400_mètres_4_nages	Homme	50	332.1		 Hongrie	 Budapest	1953-07-26
878	400_mètres_4_nages	Homme	50	331.0		 Suède	 Lund	1953-10-29
879	400_mètres_4_nages	Homme	50	327.3		 France	 Reims	1954-03-18
880	400_mètres_4_nages	Homme	50	315.6		 États-Unis	 Philadelphie	1957-08-27
881	400_mètres_4_nages	Homme	50	312.9	22	 Royaume-Uni	 Cardiff	1959-06-06
882	400_mètres_4_nages	Homme	50	307.8		 États-Unis	 Los Angeles	1960-06-24
883	400_mètres_4_nages	Homme	50	305.3		 États-Unis	 Los Angeles	1960-06-24
884	400_mètres_4_nages	Homme	50	304.5		 États-Unis	 Toledo	1960-07-22
885	400_mètres_4_nages	Homme	50	304.3		 États-Unis	 Chicago	1961-07-01
886	400_mètres_4_nages	Homme	50	295.6		 États-Unis	 Los Angeles	1961-08-18
887	400_mètres_4_nages	Homme	50	293.8	20	 États-Unis	 Moscou	1962-05-24
888	400_mètres_4_nages	Homme	50	291.4		 États-Unis	 Chicago	1962-06-30
889	400_mètres_4_nages	Homme	50	291.0		 États-Unis	 Louisville	1962-07-12
890	400_mètres_4_nages	Homme	50	290.2	21	 États-Unis	 Tokyo	1963-10-12
891	400_mètres_4_nages	Homme	50	288.6	17	 États-Unis	 Los Altos	1964-07-31
892	400_mètres_4_nages	Homme	50	285.4	17	 États-Unis	 Tokyo	1964-10-14
893	400_mètres_4_nages	Homme	50	285.3		 Union soviétique	 Tallinn	1968-04-03
894	400_mètres_4_nages	Homme	50	285.1		 États-Unis	 Santa Clara	1968-07-06
895	400_mètres_4_nages	Homme	50	283.4	17	 États-Unis	 Los Angeles	1968-07-20
896	400_mètres_4_nages	Homme	50	283.3	21	 États-Unis	 Long Beach	1968-08-30
897	400_mètres_4_nages	Homme	50	279.0	21	 États-Unis	 Long Beach	1968-08-30
898	400_mètres_4_nages	Homme	50	278.7	18	 États-Unis	 Santa Clara	1969-07-11
899	400_mètres_4_nages	Homme	50	273.9	18	 États-Unis	 Louisville	1969-08-15
900	400_mètres_4_nages	Homme	50	271.0	19	 États-Unis	 Los Angeles	1970-08-21
901	400_mètres_4_nages	Homme	50	270.81	21	 États-Unis	 Chicago	1972-08-03
902	400_mètres_4_nages	Homme	50	268.89	18	 Hongrie	 Vienne	1974-08-20
903	400_mètres_4_nages	Homme	50	266.0		 Hongrie	 Long Beach	1976-04-02
904	400_mètres_4_nages	Homme	50	263.68	21	 États-Unis	 Montréal	1976-07-25
905	400_mètres_4_nages	Homme	50	263.39	17	 États-Unis	 The Woodlands	1978-08-04
906	400_mètres_4_nages	Homme	50	260.05	17	 États-Unis	 Berlin-Ouest	1978-08-28
907	400_mètres_4_nages	Homme	50	259.78	17	 Brésil	 Guayaquil	1982-08-08
908	400_mètres_4_nages	Homme	50	259.61	21	 Allemagne de l'Est	 Magdebourg	1984-05-23
909	400_mètres_4_nages	Homme	50	257.53	20	 Canada	 Etobicoke	1984-06-17
910	400_mètres_4_nages	Homme	50	257.41	20	 Canada	 Los Angeles	1984-07-30
911	400_mètres_4_nages	Homme	50	256.12	18	 États-Unis	 Brisbane	1987-08-14
912	400_mètres_4_nages	Homme	50	255.42	20	 Hongrie	 Strasbourg	1987-08-19
913	400_mètres_4_nages	Homme	50	254.75	21	 Hongrie	 Séoul	1988-09-21
914	400_mètres_4_nages	Homme	50	252.36	24	 Hongrie	 Perth	1991-01-13
915	400_mètres_4_nages	Homme	50	252.3	20	 États-Unis	 Rome	1994-09-11
916	400_mètres_4_nages	Homme	50	251.76	26	 États-Unis	 Sydney	2000-09-17
917	400_mètres_4_nages	Homme	50	251.09	17	 États-Unis	 Fort Lauderdale	2002-08-15
918	400_mètres_4_nages	Homme	50	250.73	18	 États-Unis	 Indianapolis	2003-04-07
919	400_mètres_4_nages	Homme	50	249.09	18	 États-Unis	 Barcelone	2003-07-27
920	400_mètres_4_nages	Homme	50	248.41	19	 États-Unis	 Long Beach	2004-07-07
921	400_mètres_4_nages	Homme	50	248.26	19	 États-Unis	 Athènes	2004-08-14
922	400_mètres_4_nages	Homme	50	246.22	22	 États-Unis	 Melbourne	2007-04-01
923	400_mètres_4_nages	Homme	50	245.25	23	 États-Unis	 Omaha	2008-06-29
924	400_mètres_4_nages	Homme	50	243.84	23	 États-Unis	 Pékin	2008-08-10
925	400_mètres_4_nages	Homme	25	248.77	24	 Italie	 Palma	1992-02-28
926	400_mètres_4_nages	Homme	25	247.1	19	 Finlande	 Malmö	1993-02-09
927	400_mètres_4_nages	Homme	25	246.03	22	 Finlande	 Lappeenranta	1996-01-20
928	400_mètres_4_nages	Homme	25	245.59	25	 Pays-Bas	 Gelsenkirchen	1997-02-01
929	400_mètres_4_nages	Homme	25	245.41	25	 Pays-Bas	 Paris	1997-02-08
930	400_mètres_4_nages	Homme	25	244.24	25	 Australie	 Perth	1998-09-24
931	400_mètres_4_nages	Homme	25	242.72	21	 Canada	 Victoria	2003-02-23
932	400_mètres_4_nages	Homme	25	240.37	20	 Hongrie	 Trieste	2005-12-09
933	400_mètres_4_nages	Homme	25	239.33	22	 Hongrie	 Debrecen	2007-12-14
934	400_mètres_4_nages	Homme	25	237.27	24	 Hongrie	 Istanbul	2009-12-11
935	400_mètres_4_nages	Homme	25	235.5	26	 États-Unis	 Dubaï	2010-12-16
936	800_mètres_nage_libre	Homme	50	685.4		 Royaume-Uni	 Runcorn	1906-07-21
937	800_mètres_nage_libre	Homme	50	684.2		 États-Unis	 Sydney	1920-01-10
938	800_mètres_nage_libre	Homme	50	665.2		 Australie	 Sydney	1923-01-13
939	800_mètres_nage_libre	Homme	50	651.8		 Australie	 Sydney	1924-01-19
940	800_mètres_nage_libre	Homme	50	643.6		 Suède	 Honolulu	1924-04-11
941	800_mètres_nage_libre	Homme	50	637.4		 Suède	 Harnäs (sv)	1925-08-25
942	800_mètres_nage_libre	Homme	50	632.0		 Australie	 Sydney	1927-01-08
943	800_mètres_nage_libre	Homme	50	622.2		 États-Unis	 Honolulu	1927-07-27
944	800_mètres_nage_libre	Homme	50	619.6		 France	 Paris	1930-05-30
945	800_mètres_nage_libre	Homme	50	617.2		 France	 Cannes	1931-06-09
946	800_mètres_nage_libre	Homme	50	616.6		 Japon	 Osaka	1931-08-30
947	800_mètres_nage_libre	Homme	50	615.6		 France	 Cannes	1932-06-21
948	800_mètres_nage_libre	Homme	50	608.6		 Japon	 Tokyo	1933-06-25
949	800_mètres_nage_libre	Homme	50	601.2		 Japon	 Tokyo	1933-09-16
950	800_mètres_nage_libre	Homme	50	595.8		 Japon	 Tokyo	1934-09-15
951	800_mètres_nage_libre	Homme	50	590.9		 États-Unis	 Honolulu	1941-07-24
952	800_mètres_nage_libre	Homme	50	585.6		 Japon	 Tokyo	1949-06-26
953	800_mètres_nage_libre	Homme	50	585.0		 Japon	 Los Angeles	1949-08-16
954	800_mètres_nage_libre	Homme	50	580.7		 Japon	 Los Angeles	1949-08-16
955	800_mètres_nage_libre	Homme	50	575.5		 Japon	 Los Angeles	1949-08-19
956	800_mètres_nage_libre	Homme	50	570.7		 États-Unis	 Honolulu	1951-07-07
957	800_mètres_nage_libre	Homme	50	555.7		 États-Unis	 New Haven	1956-10-27
958	800_mètres_nage_libre	Homme	50	557.7		 Australie	 Sydney	1958-01-11
959	800_mètres_nage_libre	Homme	50	554.5		 Australie	 Melbourne	1958-02-22
960	800_mètres_nage_libre	Homme	50	539.6		 Australie	 Sydney	1959-01-10
961	800_mètres_nage_libre	Homme	50	531.5		 Australie	 Los Altos	1962-08-26
962	800_mètres_nage_libre	Homme	50	527.4		 Union soviétique	 Kharkov	1966-08-03
963	800_mètres_nage_libre	Homme	50	527.3		 Australie	 Sydney	1967-01-16
964	800_mètres_nage_libre	Homme	50	526.8		 France	Monaco	1967-07-05
965	800_mètres_nage_libre	Homme	50	522.0		 France	 Dinard	1967-07-21
966	800_mètres_nage_libre	Homme	50	514.3		 États-Unis	 Long Beach	1968-09-03
967	800_mètres_nage_libre	Homme	50	508.8		 États-Unis	 Louisville	1969-08-17
968	800_mètres_nage_libre	Homme	50	508.6		 Australie	 Sydney	1971-04-03
969	800_mètres_nage_libre	Homme	50	503.8		 Australie	 Sydney	1972-01-12
970	800_mètres_nage_libre	Homme	50	497.6		 Australie	 Brisbane	1973-08-05
971	800_mètres_nage_libre	Homme	50	496.27		 Australie	 Belgrade	1973-09-08
972	800_mètres_nage_libre	Homme	50	495.88		 Australie	 Christchurch	1974-02-01
973	800_mètres_nage_libre	Homme	50	495.2		 Australie	 Brisbane	1975-01-17
974	800_mètres_nage_libre	Homme	50	495.02		 Australie	 Christchurch	1975-01-25
975	800_mètres_nage_libre	Homme	50	493.68		 États-Unis	 Long Beach	1975-06-21
976	800_mètres_nage_libre	Homme	50	489.6		 États-Unis	 Mission Viejo	1975-07-13
977	800_mètres_nage_libre	Homme	50	486.27		 Australie	 Sydney	1976-02-27
978	800_mètres_nage_libre	Homme	50	482.91		 Australie	 Sydney	1976-02-29
979	800_mètres_nage_libre	Homme	50	481.54		 États-Unis	 Long Beach	1976-06-21
980	800_mètres_nage_libre	Homme	50	476.49		 Union soviétique	 Minsk	1979-03-23
981	800_mètres_nage_libre	Homme	50	472.83		 Union soviétique	 Moscou	1982-02-14
982	800_mètres_nage_libre	Homme	50	472.33		 Union soviétique	 Los Angeles	1983-07-14
983	800_mètres_nage_libre	Homme	50	470.64		 Union soviétique	 Moscou	1986-07-04
984	800_mètres_nage_libre	Homme	50	467.85		 Australie	 Edmonton	1991-08-25
985	800_mètres_nage_libre	Homme	50	466.6		 Australie	 Sydney	1992-02-14
986	800_mètres_nage_libre	Homme	50	466.0		 Australie	 Victoria	1994-08-24
987	800_mètres_nage_libre	Homme	50	461.59		 Australie	 Hobart	2001-03-26
988	800_mètres_nage_libre	Homme	50	459.16		 Australie	 Fukuoka	2001-07-25
989	800_mètres_nage_libre	Homme	50	458.65		 Australie	 Montréal	2005-07-27
990	800_mètres_nage_libre	Homme	50	452.12		 Chine	 Rome	2009-07-29
991	800_mètres_nage_libre	Homme	25	468.24	22	 Union soviétique		1982-01-01
992	800_mètres_nage_libre	Homme	25	464.53	18	 États-Unis	 Indianapolis	1983-01-07
993	800_mètres_nage_libre	Homme	25	458.9	23	 Union soviétique	 Bonn	1983-02-13
994	800_mètres_nage_libre	Homme	25	458.75	21	 Allemagne de l'Ouest	 Bonn	1985-01-01
995	800_mètres_nage_libre	Homme	25	454.9	20	 Australie	 Sydney	1993-07-25
996	800_mètres_nage_libre	Homme	25	445.28	21	 Australie	 Perth	2001-08-03
997	800_mètres_nage_libre	Homme	25	443.42	28	 Australie	 Melbourne	2008-07-19
998	50_mètres_nage_libre	Femme	50	26.99	17.0	 Allemagne de l'Est	 Cali	1975-07-26
999	50_mètres_nage_libre	Femme	50	26.95	16.0	 Canada	 Saint John's	1977-08-16
1000	50_mètres_nage_libre	Femme	50	26.74	19.0	 Canada	 Etobicoke	1978-08-19
1001	50_mètres_nage_libre	Femme	50	26.61	16.0	 États-Unis	 Austin	1980-04-10
1002	50_mètres_nage_libre	Femme	50	26.53	19.0	 États-Unis	 Austin	1980-04-10
1003	50_mètres_nage_libre	Femme	50	26.32	19.0	 États-Unis	 Austin	1980-04-10
1004	50_mètres_nage_libre	Femme	50	25.96	19.0	 États-Unis	 Austin	1980-04-10
1005	50_mètres_nage_libre	Femme	50	25.79	20.0	 États-Unis	 Austin	1981-04-03
1006	50_mètres_nage_libre	Femme	50	25.69	15.0	 États-Unis	 Amersfoort	1982-01-29
1007	50_mètres_nage_libre	Femme	50	25.64	16.0	 Pays-Bas	 Amersfoort	1983-07-09
1008	50_mètres_nage_libre	Femme	50	25.62	16.0	 États-Unis	 Clovis	1983-08-05
1009	50_mètres_nage_libre	Femme	50	25.61	17.0	 États-Unis	 Mission Viejo	1984-07-21
1010	50_mètres_nage_libre	Femme	50	25.5	16.0	 Roumanie	 Bucarest	1986-06-14
1011	50_mètres_nage_libre	Femme	50	25.5	16.0	 Roumanie	 Bucarest	1986-06-14
1012	50_mètres_nage_libre	Femme	50	25.34	16.0	 Roumanie	 Bucarest	1986-06-16
1013	50_mètres_nage_libre	Femme	50	25.31	16.0	 Roumanie	 Sofia	1986-08-01
1014	50_mètres_nage_libre	Femme	50	25.28	16.0	 Roumanie	 Madrid	1986-08-23
1015	50_mètres_nage_libre	Femme	50	24.98	16.0	 Chine	 Guangzhou	1988-04-11
1016	50_mètres_nage_libre	Femme	50	24.79	20.0	 Chine	 Barcelone	1992-07-31
1017	50_mètres_nage_libre	Femme	50	24.51	19.0	 Chine	 Rome	1994-09-11
1018	50_mètres_nage_libre	Femme	50	24.51	27.0	 Pays-Bas	 Sheffield	2000-05-27
1019	50_mètres_nage_libre	Femme	50	24.48	27.0	 Pays-Bas	 Amsterdam	2000-06-04
1020	50_mètres_nage_libre	Femme	50	24.39	27.0	 Pays-Bas	 Rio de Janeiro	2000-06-10
